source,headline,url,date,raw_text,names,policies
zaobao,王瑞杰：人工智能 量子计算与跨学科研究将重塑未来科学,https://www.zaobao.com.sg/realtime/singapore/story20260106-8057583,,"新兴科技如人工智能兴起，会从根本上改变科学研究与创新的方式，这些发展将深刻改变我们的生活与经济形态。
国立研究基金会主席 王瑞杰 星期二（1月6日）在2026年全球青年科学家峰会（Global Young Scientists Summit）开幕仪式上致辞时，点出三大可重塑未来科学的关键趋势——分别是人工智能（AI）、量子计算和跨学科研究协作。
他指出，我们正处于人工智能和机器学习能力革命的浪潮中，作为通用技术，人工智能正改变生活和经济；从彼此互动的方式，到所有经济领域，从农业到医疗保健，再到金融和制造业，无一例外。
不过，对于年轻科学家而言，AI时代也意味着新机遇，可让他们拥有精密技术和工具，来解决复杂科学难题。
由于人工智能发展也引发外界对伦理、问责和滥用的担忧，王瑞杰提醒科学家和创新者，须与全球各地的政策制定者合作，以合乎伦理和负责任的方式，开发和应用人工智能系统。
其次是发展迅速的量子计算。王瑞杰指量子技术正处于突破边缘，有望解决曾被视为“无法解”的计算难题，如模拟复杂的生物系统或优化供应链。
第三则是跨学科研究，将变得更加重要。王瑞杰说，人类面临的挑战日益复杂，需要多个领域的专业知识。例如，应对气候变化，需要环境科学、工程学、数据科学和政策分析综合运用。
“在国立研究基金会，我们致力于促进这类跨学科合作。因为我们知道，最大挑战的解决方案，将源自科学与其他知识领域的交汇。”
一年一度的全球青年科学家峰会由国立研究基金会主办。今年迈入第14届的峰会从星期一（5日）起，一连五天在新加坡国立大学举行。
来自57个国家的逾400名年轻科研人员齐聚一堂，这也是峰会自2013年举办以来，参与人数最多的一届。与会者有机会与多名曾经荣获诺贝尔奖、图灵奖（Turing Award）、千禧年科技奖的顶尖科学家交流。
21名出席的国际著名学者中，包括2024年诺贝尔化学奖得主、美国华盛顿大学蛋白质设计研究所所长贝克（David Baker）教授、日本国立情报学研究所量子信息科学全球研究中心所长根本香绘教授，及2024年ACM计算奖得主、瑞士苏黎世联邦理工学院教授霍夫勒（Torsten Hoefler）等。",,
zaobao,文礼巴士转换站外 小货车疑被撞后侧翻,https://www.zaobao.com.sg/realtime/singapore/story20260106-8057861,,"文礼巴士转换站外发生车祸，小货车疑似被撞后侧翻，货车司机清醒下送院。
小红书用户Cargo星期二（1月6日）早上8时12分发布照片，显示一辆黑色本田小货车侧翻在左边车道。一辆非载客的新捷运巴士停在路口中央，巴士的两道车门都开着。多名新捷运工作人员也站在车祸现场周围。
从照片可见，事发地点在文礼巴士转换站出入口外，现场也停着一辆救护车。
新加坡警察部队受询时证实，星期二早上7时40分接到报案，指裕廊西中3路往裕廊西64街的路段发生车祸，涉及一辆巴士和一辆货车。
49岁的男性货车司机在清醒的状态下送院，随后将协助警方调查。
民防部队证实一人被送往国大医院接受治疗。
新捷运发言人陈贵珍答复《联合早报》询问时说，涉及车祸的174号巴士，在交通灯转绿后从巴士转换站驶入路口，却与一辆私人车辆相撞。
“巴士上所有的乘客和车长都安然无恙。不过，对方的驾驶员受了伤，我们希望他早日康复。”",,
zaobao,12月组屋转售量增21.9% 大巴窑五房式私人组屋152万5000元易手,https://www.zaobao.com.sg/realtime/singapore/story20260106-8057958,,"非官方预估数据显示，12月组屋转售交易量环比增加21.9%；大巴窑一个五房式私人组屋单位，以152万5000元易手。
根据房地产网站99.co和新加坡房地产联合交易网（SRX）星期二（1月6日）发布的预估数据，上个月共有2040个组屋单位转售，环比增加21.9%，比去年同期少4.2%。上个月有55%的转售交易量来自非成熟组屋区。
这些交易中，四房式单位占多数，达43.1%，其余依次是五房式（26.1%）、三房式（24.9%）与公寓式组屋（5.9%）。以至少百万元成交的组屋共有145个，占12月组屋转售交易量的7.1%，比11月多25个。其中，大巴窑有25宗，女皇镇20宗，加冷／黄埔18宗。
最高成交价是大巴窑私人组屋The Peak一个五房式单位以152万5000元易手。非成熟区的最高成交价是后港21街一个公寓式组屋单位，卖145万元。
其余的百万组屋交易，则分布在红山、金文泰、碧山、淡滨尼、宏茂桥、中央区、芽笼、实龙岗、兀兰、后港、勿洛、盛港、武吉班让、义顺、白沙、马林百列和武吉知马。
12月整体组屋转售价环比下跌0.6%，成熟组屋区与非成熟组屋区的转售价，分别环比下跌0.6%和0.2%。按房型来看，三房式、四房式、五房式及公寓式组屋的转售价，分别下滑0.3%、0.9%、1.1%和0.6%。
99.co首席数据官哈金（Luqman Hakim）指出，上个月组屋转售价环比下跌0.6%，部分或与年末季节性因素有关，未必反映价格走势出现明确转向。
他指出，继10月转售交易量大幅回落38.4%后，转售市场在随后两个月逐步回升，11月交易量环比增加24.3%，12月再增21.9%。成交量回升的同时，转售价稍微走软，显示买卖双方对价格的预期正逐步靠拢。
哈金说，今年预计将有超过1万3000个组屋单位达到五年最低居住期限（MOP），买卖双方预料会把未来供应情况纳入考量。一些卖家在议价时更为务实，也更愿意以较具弹性的条件完成交易，以免日后可能面对更激烈的竞争。
从买方角度来看，哈金指出，12月转售价回落或为进场提供合适时机。一些买家可能会在选择仍相对充裕、价格较克制时进场，尤其是地段较佳或条件较优的单位。
他认为，整体来看，市场正逐步进入较健康、可持续的调整阶段，2026年市场供需有望趋向稳定。",,
zaobao,爬鹰架夜闯地铁轨道拍视频 17岁少年判缓监18个月,https://www.zaobao.com.sg/realtime/singapore/story20260106-8058144,,"17岁少年爬上尚未拆除的鹰架，夜闯地铁轨道“探险” 拍视频 ，星期二（1月6日）被判18个月缓刑监视，以及完成80小时的社区服务。
由于被告案发时未满18岁，根据儿童与青少年法令，媒体不得报道被告的名字和资料。
这名被告 早前承认 抵触一项快捷交通制度法令（Rapid Transit Systems Act）和一项擅闯罪行。他于星期二早上被判缓刑监视18个月，期间必须在晚上10时至隔天早上6时留在室内，并完成80小时的社区服务。他的父母还须签保5000元，确保被告在缓刑期间行为良好。
控方陈词时指出，被告在地铁运营时间擅闯轨道，潜在危害相当重大。被告停留在轨道期间，有约四至六列地铁列车经过，他的行为不仅危及地铁乘客的安全，也危及自身安全。
此外，被告花了两个月策划行动。擅闯期间，被告还采取多项措施避免行径被发现，包括等待工人离开后才动身、用上衣罩住面部、俯身前进、检查闭路电视位置，以及卧倒在轨道旁躲避视线等。被告的行为显示出对自身安全及乘客安全的公然漠视。
法官下判时告诫被告，指他的行为是非常严重的罪行，但考虑到被告年纪尚轻，决定给予他第二次机会，并让被告的父母上前嘱咐他们要协助被告。
案情显示，2025年1月间，被告发现樟宜路上段有一排尚未拆除、可以通往地铁轨道的鹰架，顿时萌生探险的念头。
2025年3月27日晚上约8时，被告在放学后展开探险计划。他先在鹰架附近等工人离开，然后脱下上衣，用上衣罩脸遮掩身份。他跟着从围栏缝隙钻入，俯身前进，并检查周围是否有电眼。
被告趴在路面，从施工处进口的门与地面的缝隙潜入，沿着楼梯往上爬。在攀爬途中，被告一度因为有两名路人从旁边人行道走过而躲避，后来更趁地铁经过时，在地铁声的掩护下加速往轨道前进。
晚上约8时18分，被告已站上四美站和丹那美拉站之间在东西线地铁轨道。他当时踏上第三轨，沿着轨道行走，在地铁列车接近时便卧倒在轨道旁，用手机拍摄地铁驶过的画面。
地铁离开后，被告又跨到另一侧继续拍照、录像，然后沿着原路离开。他在庭上承认在轨道停留约五至十分钟，期间有四到六列地铁列车驶过。
被告事后把拍摄地铁的视频上传到社交媒体的“限时动态”，而且仅允许“亲密好友”观赏。
6月9日，他又把同一个视频上传到第二个社交媒体；6月10日，他发现视频迅速传开，于是删除了第二个账号，避免身份曝光。
此外，2025年5月16日深夜，被告仅穿内裤攀上组屋屋顶，试图躲避警方追查。警方到场后，他爬下楼潜入一名86岁老妇的住户，从窗户进入卧室并藏在床底下。约半小时后，被告自行向警方投案，老妇直到被警员叫醒才知有人闯入。",,
zaobao,拳打对手致脑震荡 丹戎巴葛联队前球员阿尼克判缓监15个月,https://www.zaobao.com.sg/realtime/singapore/story20260106-8058381,,"本地足球队丹戎巴葛联队前球员阿尼克·里兹钦在青少年联赛中 拳打新潟阿比雷斯两名球员 ，导致一人脑震荡，星期二（1月6日）被判15个月缓刑监视。
20岁的阿尼克·里兹钦（Aniq Rizqin）早前 承认一项蓄意伤人的罪行 ，他于星期二早上被判缓刑监视15个月，晚上10时至隔天早上6时须留在室内，并完成70个小时的社区服务。他的父母也须签保5000元，确保他在缓刑期间行为良好。
法官下判时说，希望被告能从这次事件中吸取教训，变得更好，不要轻易动怒，并在缓刑监视期间有良好的表现。
这起事件发生于2025年2月10日，在裕廊东体育场举行的21岁及以下（U21）联赛。
当时，丹戎巴葛联队（Tanjong Pagar United）以3比2打败新潟阿比雷斯（Albirex Niigata）后，丹戎巴葛联队球员阿尼克在赛后握手时，突然朝对方一球员脸上打了一拳，过后又冲入场内，一记重拳击倒对方另一球员。
比赛到下半场时，丹戎巴葛联队领先，两队球员开始互相推搡和挑衅。第一个受害人（18岁）在角球尝试射门，但被丹戎巴葛队的凯西·塞登（Casey Seddon）挡下，他感到沮丧，向凯西喊了句“开不开心”（happy or not），还对他爆粗口。阿尼克听到后向裁判报告，裁判介入，双方随后继续比赛。
丹戎巴葛联队最终获胜。双方完赛握手时，第一受害人与阿尼克握手，阿尼克说了句“开不开心”（happy or not），随即打了对方一拳，导致他牙口疼痛并轻微出血。
阿比雷斯球员肯吉·奥斯丁·何（Ho Matsuoka Evangelista Kenji Austin，21岁）见状，上前推开阿尼克，两队球员和教练也尝试将两人挡开。阿尼克被带离球场，但在混乱稍平息后又跑回球场，在奥斯丁左脸上打了一拳，使他失去意识，后仰倒在球场上。阿尼克的队友试图将他拉开，但他仍试图再冲向奥斯丁。
奥斯丁过后恢复意识，但左下颌肿麻，被送往黄廷方综合医院。医疗报告指出，奥斯丁因脑震荡需接受治疗，并出现恐慌，过后被诊断为轻度创伤后应激障碍和恐慌症。
根据当时的后续报道，丹戎巴葛联队在社交媒体发文说，球队同U21队经理、教练和球员见面就此事件进行了检讨，经过慎重考虑，决定立刻 与阿尼克解约 。
新加坡足球总会在3月5日通过新加坡超级联赛社交媒体发文说，足总纪律委员会裁定，阿尼克2月10日在一场U21联赛中犯下的两项暴力行为罪名成立。他也因此 被禁止参加所有足总旗下的赛事和比赛30个月，并且罚款2000元 。",,
zaobao,去年骨痛热症病例同比锐减七成,https://www.zaobao.com.sg/realtime/singapore/story20260106-8059031,,"本地去年全年通报的 骨痛热症 病例共有4021起，比前年锐减七成，是2018年以来最低水平。
国家环境局星期二（1月6日）在官网发布的数据显示，去年12月28日至今年1月3日的过去一周里，本地新增38起骨痛热症病例，比前一周的32起，增加六起。
目前有四个仍活跃的骨痛热症病例群，其中一个是病例达到10起或以上的红色警戒区，位于旧蔡厝港路，共有29起病例。
我国目前没有兹卡（Zika）和基孔肯雅症（Chikungunya）病例群。
由于我国人口对骨痛热症四个血清型的免疫力仍然较低，环境局提醒公众持续保持警惕，以防病例数回升。
为了确保居住环境不会成为孑孓的温床，公众应做好灭蚊工作，以阻断骨痛热症的传播。环境局建议采取五个步骤，即铲松干硬的土壤、清除花盆底盘的积水、把所有水桶和容器倒置以确保不积水、定期更换花瓶里的水，以及保持住屋排水沟畅通，并在里头放灭蚊药。
为降低骨痛热症的传播率，环境局自2016年推行“伊蚊绝育计划”，以控制蚊子数量并扩大覆盖范围，降低居民感染骨痛热症的风险。",,
zaobao,马国羽球公开赛 骆建佑郑加恒无缘新赛季开门红,https://www.zaobao.com.sg/realtime/singapore/story20260106-8059440,,"我国羽毛球头号男单 骆建佑 在星期二（1月6日）进行的马来西亚公开赛（超级1000赛）上以13比21、21比14、18比21不敌上届亚军、来自丹麦的好手安东森，无缘闯入16强。
另一位出战的新加坡男单羽将郑加恒则在稍早进行的比赛中以16比21、21比15、14比21不敌印度好手叻斯亚·森，也没能顺利晋级。
马国公开赛是2026年世界羽联世界巡回赛的揭幕战，也是世界羽联巡回赛全年四个超级1000赛事之一，另外三个分别是全英、中国和印度尼西亚公开赛。我国头号女单杨佳敏则继续因伤避战。",,
zaobao,为零用钱与开冷气两度持刀吓父 少年判入改造所,https://www.zaobao.com.sg/realtime/singapore/story20260106-8059510,,"17岁少年因零用钱和开冷气时长与父吵架，一言不合竟拿刀恐吓，也曾为赚150元拿假身份证去电信公司签配套，星期一（1月5日）被判进入青年改造所至少一年。
被告因未满18岁，根据儿童与青少年法令，媒体不得报道可泄露被告身份的资料，包括姓名。
被告面对12项控状，包括恐吓、蓄意伤人、持有危险武器、欺骗等，他早前承认其中四项，余项交由法官下判时纳入考量。
调查揭露，2024年7月14日傍晚5时到5时39分之间，被告因该拿多少零用钱和父亲起争执。两人越吵越凶，被告突然回房拿出一把爪刀（karambit knife），冲向父亲（51岁）并指着对方。
被告的父亲虽然成功避开爪刀，但被告却朝他的脸挥了数拳。
去年3月8日，被告和父亲又因开冷气时长的问题吵了起来，被告再次走回房间拿出一把刀刃23公分长的刀，走回父亲的房间，握着刀站在靠近父亲的地方，一言不发。
被告也在去年10月25日，因向舅舅索30元不果，把爪刀架在舅舅的脖子上，恐吓要杀了他。",,
zaobao,蔡其乐受委为我国驻摩洛哥非常驻大使,https://www.zaobao.com.sg/realtime/singapore/story20260106-8059985,,"祥峰控股（Vertex Holdings）总裁蔡其乐受委为我国驻摩洛哥非常驻大使。
外交部星期二（1月6日）发文告宣布这项消息。蔡其乐也是我国驻巴拿马非常驻大使。
蔡其乐1984年毕业自美国威斯康星大学，获得机械工程学士学位，并于1987年在斯坦福大学取得工程硕士学位。他现为南洋理工大学的数码分子分析与科学研究中心理事会主席，以及吉宝科技咨询委员会（ Keppel Technology Advisory Panel）主席。
祥峰控股是淡马锡独资子公司。",,
zaobao,23岁女子拥电子烟未接受改造 被判坐牢一周,https://www.zaobao.com.sg/realtime/singapore/story20260106-8060844,,"23岁女子因拥有 电子烟 和“ 丧尸烟弹 ”被当局发现后，却没有接受改造，被法庭判处坐牢一个星期。这是首次有电子烟触犯者未按指令接受改造而被提控。
卫生科学局 星期二（1月6日）发文告说，被告唐玉玲（23岁，人名译音）在2025年9月2日被发现持有电子烟和烟弹，经检测后确认烟弹含有 依托咪酯 。根据控状，这名新加坡籍女子是在9月2日晚上11时50分左右，在登加通道第228B座组屋七楼的一个单位被发现持有电子烟和烟弹。
根据卫科局文告，她当时得以罚款销案，并得接受改造计划，作为取代被提控的惩罚。然而，她在2025年9月24日改造计划开始首日却没出现。尽管卫科局多次发出提醒，她仍未参加改造计划，当局因此决定，就她持有依托咪酯的行为提控她。
当局指出，最初会为电子烟违例者提供改造计划，让他们有机会在专人的协助下戒瘾，违例者必须出席改造活动。
凡是未参加或完成改造计划的违例者都将被控上法庭。这类违例者将面对最高1万元的罚款，或监禁最长两年，或两者兼施。
据《海峡时报》报道，唐玉玲是在住家被发现持有电子烟。她在庭上指，自己因生病没出席改造计划。但她并没有通知有关当局。
我国2025年9月1日起，已 将药用麻醉剂“依托咪酯”列为C级毒品 。
拥有、使用和购买电子烟者，初犯者未满18岁罚款500元，成年人罚款700元，第二次犯罪须接受三个月改造计划；再犯可被控并罚款最高2000元。
滥用依托咪酯者，初犯除了面临同样罚款，还须接受最长六个月的改造计划；第二次犯罪将被捕，强制监督六个月。满16岁的重犯者，犯罪三次或以上将送入戒毒所，获释后须接受长达12个月的毒品检测和监督。
电子烟进口者可面对3年至20年的监禁，以及5下至15下的鞭刑；售卖和分销者则可面对2年至10年的监禁，以及2下至5下的鞭刑。",,
zaobao,尾随旅客闯大士关卡 马国男企图非法入境监四周,https://www.zaobao.com.sg/realtime/singapore/story20260106-8060894,,"一名马来西亚籍男子在大士关卡的巴士大厅自动通关通道尾随旅客，企图非法入境我国，被判监禁四周。
被告是42岁的尤斯曼（译音），他星期二（1月6日）承认一项抵触移民法令的控状。
移民与关卡局发文告说，2025年12月22日中午约12时，被告在大士关卡巴士大厅的其中一条自动通关通道，尾随一名正在办理通关手续的旅客，他紧跟在对方身后，试图在不出示护照的情况下通关入境。
移民局的自动通关系统侦测到被告的行为，随即向驻守在通道的移民局人员发出警示。被告及被尾随的旅客都被拦下。
当局经过询问和调查后，确认被告与这名旅客互不相识。被告也未持有任何旅行证件，移民局人员过后逮捕他。
移民局指出，此案显示当局在保障新加坡边境安全方面取得成效，同时也体现自动通关系统不仅提供便利快捷的通关体验，还能侦测异常行为，如尾随通关，并即时向执勤人员发出警示，以迅速介入，防止非法出入境。
移民局强调，所有进出新加坡的人士，均须向移民局人员出示有效通行证件。移民局强调，当局严正看待企图非法进入或离开新加坡者，并会毫不犹豫地将涉案者绳之以法。根据移民法令，非法入境者可面对最长六个月监禁，以及至少三下鞭刑；非法出境者可被判罚款最高2000元，最长六个月监禁，或两者兼施。涉案车辆也会被充公。",,
zaobao,铝箔纸藏209包漏税烟 36岁中国籍男子被捕,https://www.zaobao.com.sg/realtime/singapore/story20260106-8061108,,"36岁中国籍男子入境时将209包漏税烟用铝箔纸包裹，企图瞒天过海，但终被识破，在樟宜机场被捕。
移民与关卡局星期二（1月6日）在脸书发文说，执法人员去年12月27日在樟宜机场扫描一件行李时发现影像显示异常，随即进一步检查行李，发现里面装有用铝箔纸包裹的209包漏税香烟。
移民局说，一名36岁的中国籍男子被捕，他和相关物证都已移交新加坡关税局作进一步调查。",,
